MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU
Warszawa,00-067,Pasaz Nizynskiego,230
Warszawa,00-027,Pasaz Srodmiejski,232
Warszawa,00-067,Pasaz Nizynskiego,97
Warszawa,00-027,Pasaz Srodmiejski,75
Warszawa,00-164,Pawia,225
Warszawa,00-164,Pawia,177
Warszawa,00-124,Panska,4
Warszawa,00-124,Panska,87
Warszawa,00-827,Panska,111
Warszawa,00-830,Panska,220
Warszawa,00-834,Panska,129
Warszawa,00-837,Panska,141
Warszawa,00-849,Pereca Icchaka Lejba,45
Warszawa,00-765,Piaseczynska,158
Warszawa,00-264,Piekarska,236
Warszawa,00-710,Piekalkiewicza Jana,120
Warszawa,00-230,Piesza,200
Warszawa,00-770,Piwarskiego Jana Feliksa,191
Warszawa,00-265,Piwna,243
Warszawa,00-477,Piekna,27
Warszawa,00-482,Piekna,72
Warszawa,00-539,Piekna,15
Warszawa,00-547,Piekna,38
Warszawa,00-549,Piekna,69
Warszawa,00-672,Piekna,203
Warszawa,00-677,Piekna,176
Warszawa,00-091,Pl. Bankowy,124
Warszawa,00-095,Pl. Bankowy,68
Warszawa,00-139,Pl. Bankowy,54
Warszawa,00-142,Pl. Bankowy,36
Warszawa,00-110,Pl. Defilad,108
Warszawa,00-055,Pl. Dabrowskiego Jana Henryka,125
Warszawa,00-057,Pl. Dabrowskiego Jana Henryka,203
Warszawa,00-104,Pl. Grzybowski,225
Warszawa,00-109,Pl. Grzybowski,223
Warszawa,00-115,Pl. Grzybowski,165
Warszawa,00-207,Pl. Krasinskich,98
Warszawa,00-073,Pl. Marszalka Pilsudskiego Jozefa,193
Warszawa,00-078,Pl. Marszalka Pilsudskiego Jozefa,50
Warszawa,00-063,Pl. Malachowskiego Stanislawa,105
Warszawa,00-066,Pl. Malachowskiego Stanislawa,247
Warszawa,00-138,Pl. Mirowski,141
Warszawa,00-009,Pl. Mlynarskiego Emila,204
Warszawa,00-030,Pl. Powstancow Warszawy,7
Warszawa,00-039,Pl. Powstancow Warszawy,63
Warszawa,00-077,Pl. Teatralny,67
Warszawa,00-136,Pl. Zelaznej Bramy,9
Warszawa,00-091,Pl. Bankowy,242
Warszawa,00-095,Pl. Bankowy,121
Warszawa,00-139,Pl. Bankowy,162
Warszawa,00-142,Pl. Bankowy,143
Warszawa,00-110,Pl. Defilad,248
Warszawa,00-055,Pl. Dabrowskiego Jana Henryka,75
Warszawa,00-057,Pl. Dabrowskiego Jana Henryka,187
Warszawa,00-104,Pl. Grzybowski,112
Warszawa,00-109,Pl. Grzybowski,168
Warszawa,00-115,Pl. Grzybowski,33
Warszawa,00-550,Pl. Konstytucji,123
Warszawa,00-552,Pl. Konstytucji,211
Warszawa,00-647,Pl. Konstytucji,16
Warszawa,00-657,Pl. Konstytucji,162
Warszawa,00-674,Pl. Konstytucji,61
Warszawa,00-207,Pl. Krasinskich,249
Warszawa,00-073,Pl. Marszalka Pilsudskiego Jozefa,81
Warszawa,00-078,Pl. Marszalka Pilsudskiego Jozefa,169
Warszawa,00-063,Pl. Malachowskiego Stanislawa,165
Warszawa,00-066,Pl. Malachowskiego Stanislawa,25
Warszawa,00-138,Pl. Mirowski,80
Warszawa,00-009,Pl. Mlynarskiego Emila,130
Warszawa,00-584,Pl. Na Rozdrozu,111
Warszawa,00-327,Pl. Osterwy Juliusza,26
Warszawa,00-661,Pl. Politechniki,58
Warszawa,00-030,Pl. Powstancow Warszawy,109
Warszawa,00-039,Pl. Powstancow Warszawy,173
Warszawa,00-077,Pl. Teatralny,115
Warszawa,00-499,Pl. Trzech Krzyzy,157
Warszawa,00-507,Pl. Trzech Krzyzy,86
Warszawa,00-535,Pl. Trzech Krzyzy,74
Warszawa,00-588,Pl. Unii Lubelskiej,90
Warszawa,00-623,Pl. Unii Lubelskiej,81
Warszawa,00-267,Pl. Zamkowy,228
Warszawa,00-277,Pl. Zamkowy,86
Warszawa,00-570,Pl. Zbawiciela,210
Warszawa,00-573,Pl. Zbawiciela,124
Warszawa,00-642,Pl. Zbawiciela,197
Warszawa,00-651,Pl. Zbawiciela,144
Warszawa,00-136,Pl. Zelaznej Bramy,71
Warszawa,00-113,Plater Emilii,41
Warszawa,00-118,Plater Emilii,10
Warszawa,00-125,Plater Emilii,31
Warszawa,00-113,Plater Emilii,35
Warszawa,00-118,Plater Emilii,196
Warszawa,00-125,Plater Emilii,79
Warszawa,00-669,Plater Emilii,166
Warszawa,00-688,Plater Emilii,243
Warszawa,00-698,Plater Emilii,10
Warszawa,00-808,Platynowa,166
Warszawa,00-713,Pod Kopcem,65
Warszawa,00-463,Podchorazych,128
Warszawa,00-721,Podchorazych,216
Warszawa,00-722,Podchorazych,95
Warszawa,00-634,Podoskich Romana i Jana,16
Warszawa,00-252,Podwale,239
Warszawa,00-261,Podwale,181
Warszawa,00-785,Pogodna,210
Warszawa,00-199,Pokorna,68
Warszawa,00-727,Polkowska,62
Warszawa,00-622,Polna,69
Warszawa,00-625,Polna,146
Warszawa,00-630,Polna,34
Warszawa,00-633,Polna,54
Warszawa,00-635,Polna,92
Warszawa,00-644,Polna,102
Warszawa,00-703,Polska,201
Warszawa,00-707,Ponikowskiego Antoniego,112
Warszawa,00-910,Pontonierow,219
Warszawa,00-393,Potockiego Ignacego,101
Warszawa,00-680,Poznanska,115
Warszawa,00-685,Poznanska,57
Warszawa,00-689,Poznanska,229
Warszawa,00-664,Profesora Wierzbickiego Witolda,217
Warszawa,00-433,Profesorska,70
Warszawa,00-778,Promenada,234
Warszawa,00-838,Prosta,186
Warszawa,00-850,Prosta,160
Warszawa,00-493,Prusa Boleslawa,248
Warszawa,00-100,Przechodnia,125
Warszawa,00-450,Przemyslowa,101
Warszawa,00-032,Przeskok,172
Warszawa,00-362,Przybosia Juliana,21
Warszawa,00-219,Przyrynek,237
Warszawa,00-408,Przystaniowa,72
Warszawa,00-107,Prozna,187
Warszawa,00-707,Pszenickiego Andrzeja,60
Warszawa,00-138,Ptasia,119
Warszawa,00-713,"Pulku AK ""Broda""",54
Warszawa,00-713,"Pulku AK ""Kampinos""",15
Warszawa,00-713,"Pulku AK ""Waligora""",47
Warszawa,00-777,Pytlasinskiego,15
Warszawa,00-341,Radna,80
Warszawa,00-220,Rajcow,161
Warszawa,00-614,Rektorska,16
Warszawa,00-708,Rodzynkowa,236
Warszawa,00-124,Rondo ONZ,176
Warszawa,00-373,Rondo Generala De Gaulle`a Charlesa,19
Warszawa,00-635,Rondo Jazdy Polskiej,79
Warszawa,00-124,Rondo ONZ,76
Warszawa,00-419,Rozbrat,212
Warszawa,00-429,Rozbrat,167
Warszawa,00-447,Rozbrat,128
Warszawa,00-451,Rozbrat,113
Warszawa,00-221,Rybaki,175
Warszawa,00-254,Rycerska,170
Warszawa,00-620,Rychlinskiego Stanislawa,151
Warszawa,00-229,Rynek Nowego Miasta,64
Warszawa,00-272,Rynek Starego Miasta,238
Warszawa,00-005,Rysia,202
Warszawa,00-059,Rysia,65
Warszawa,00-005,Rysia,124
Warszawa,00-059,Rysia,239
Warszawa,00-220,Samborska,55
Warszawa,00-222,Sanguszki Romana,13
Warszawa,00-222,Sanguszki Romana,151
Warszawa,00-215,Sapiezynska,81
Warszawa,00-248,Schillera Leona,68
Warszawa,00-574,Sempolowskiej Stefanii,93
Warszawa,00-578,Sempolowskiej Stefanii,167
Warszawa,00-487,Senacka,52
Warszawa,00-075,Senatorska,229
Warszawa,00-082,Senatorska,116
Warszawa,00-095,Senatorska,78
Warszawa,00-099,Senatorska,201
Warszawa,00-075,Senatorska,165
Warszawa,00-082,Senatorska,120
Warszawa,00-095,Senatorska,103
Warszawa,00-099,Senatorska,60
Warszawa,00-331,Sewerynow,82
Warszawa,00-709,Siekierkowska,233
Warszawa,00-738,Sielecka,25
Warszawa,00-010,Sienkiewicza Henryka,156
Warszawa,00-015,Sienkiewicza Henryka,101
Warszawa,00-010,Sienkiewicza Henryka,148
Warszawa,00-015,Sienkiewicza Henryka,131
Warszawa,00-121,Sienna,114
Warszawa,00-126,Sienna,72
Warszawa,00-121,Sienna,108
Warszawa,00-126,Sienna,173
Warszawa,00-815,Sienna,82
Warszawa,00-820,Sienna,28
Warszawa,00-825,Sienna,87
Warszawa,00-833,Sienna,50
Warszawa,00-559,Sieroszewskiego Waclawa,219
Warszawa,00-795,Skolimowska,139
Warszawa,00-177,Skwer Wiezniow Politycznych Stalinizmu,127
Warszawa,00-668,"Skwer 3 Batalionu Pancernego AK ""Golski""",10
Warszawa,00-224,"Skwer Batalionu AK ""Gozdawa""",236
Warszawa,00-493,"Skwer Batalionu AK ""Milosz""",163
Warszawa,00-280,Skwer I Dywizji Pancernej,248
Warszawa,00-460,"Skwer Kisielewskiego Stefana ""Kisiela""",10
Warszawa,00-177,Skwer Wiezniow Politycznych Stalinizmu,131
Warszawa,00-783,Smetany Bedrzycha,120
Warszawa,00-375,Smolna,62
Warszawa,00-348,Smulikowskiego Juliana,55
Warszawa,00-389,Smulikowskiego Juliana,150
Warszawa,00-763,Sobieskiego Jana,111
Warszawa,00-764,Sobieskiego Jana,149
Warszawa,00-764,Sobieszynska,159
Warszawa,00-382,Solec,99
Warszawa,00-394,Solec,202
Warszawa,00-402,Solec,222
Warszawa,00-403,Solec,77
Warszawa,00-409,Solec,185
Warszawa,00-410,Solec,133
Warszawa,00-424,Solec,233
Warszawa,00-425,Solec,122
Warszawa,00-438,Solec,122
Warszawa,00-439,Solec,237
Warszawa,00-455,Solec,24
Warszawa,00-456,Solec,82
Warszawa,00-119,Sosnowa,102
Warszawa,00-318,Sowia,69
Warszawa,00-592,Spacerowa,90
Warszawa,00-787,Spacerowa,81
Warszawa,00-810,Srebrna,219
Warszawa,00-231,Stara,183
Warszawa,00-178,Stawki,173
Warszawa,00-183,Stawki,232
Warszawa,00-193,Stawki,2
Warszawa,00-178,Stawki,209
Warszawa,00-183,Stawki,238
Warszawa,00-193,Stawki,196
Warszawa,00-283,Steinkellera Piotra Antoniego,71
Warszawa,00-745,Stopowa,177
Warszawa,00-739,Stepinska,161
Warszawa,00-466,Suligowskiego Adolfa,66
Warszawa,00-758,Sulkiewicza Aleksandra,2
Warszawa,00-746,Sulkowicka,24
Warszawa,00-420,Szara,176
Warszawa,00-370,Szczygla,120
Warszawa,00-255,Szeroki Dunaj,3
Warszawa,00-006,Szkolna,98
Warszawa,00-020,Szpitalna,25
Warszawa,00-031,Szpitalna,83
Warszawa,00-020,Szpitalna,78
Warszawa,00-031,Szpitalna,158
Warszawa,00-464,Szwolezerow,86
Warszawa,00-225,Szymanowska,198
Warszawa,00-195,Slominskiego Zygmunta,163
Warszawa,00-204,Slominskiego Zygmunta,177
Warszawa,00-195,Slominskiego Zygmunta,166
Warszawa,00-204,Slominskiego Zygmunta,169
Warszawa,00-789,Sloneczna,183
Warszawa,00-569,Sluzewska,59
Warszawa,00-349,Tamka,121
Warszawa,00-355,Tamka,53
Warszawa,00-385,Tamka,90
Warszawa,00-742,Tatrzanska,51
Warszawa,00-727,Teresinska,69
Warszawa,00-566,Teresy,204
Warszawa,00-342,Topiel,1
Warszawa,00-350,Topiel,184
Warszawa,00-910,Topograficzna,105
Warszawa,00-811,Towarowa,224
Warszawa,00-839,Towarowa,192
Warszawa,00-847,Towarowa,64
Warszawa,00-869,Towarowa,107
Warszawa,00-067,Traugutta Romualda,147
Warszawa,00-067,Traugutta Romualda,68
Warszawa,00-074,Trebacka,164
Warszawa,00-745,Turecka,5
Warszawa,00-035,Tuwima Juliana,163
Warszawa,00-035,Tuwima Juliana,17
Warszawa,00-105,Twarda,137
Warszawa,00-114,Twarda,29
Warszawa,00-105,Twarda,191
Warszawa,00-114,Twarda,133
Warszawa,00-818,Twarda,154
Warszawa,00-822,Twarda,181
Warszawa,00-824,Twarda,129
Warszawa,00-831,Twarda,167
Warszawa,00-853,Twarda,146
Warszawa,00-088,Tlomackie,216
Warszawa,00-851,Walicow,85
Warszawa,00-865,Walicow,189
Warszawa,00-034,Warecka,92
Warszawa,00-040,Warecka,133
Warszawa,00-034,Warecka,188
Warszawa,00-040,Warecka,165
Warszawa,00-198,Warszawa 080,82
Warszawa,00-198,Warszawa 080,239
Warszawa,00-631,Warynskiego Ludwika,22
Warszawa,00-636,Warynskiego Ludwika,128
Warszawa,00-645,Warynskiego Ludwika,25
Warszawa,00-650,Warynskiego Ludwika,53
Warszawa,00-655,Warynskiego Ludwika,91
Warszawa,00-707,Wasiutynskiego Zbigniewa,50
Warszawa,00-202,Walowa,106
Warszawa,00-211,Walowa,242
Warszawa,00-202,Walowa,15
Warszawa,00-211,Walowa,246
Warszawa,00-223,Wenedow,120
Warszawa,00-023,Widok,31
Warszawa,00-026,Widok,200
Warszawa,00-023,Widok,65
Warszawa,00-026,Widok,14
Warszawa,00-479,Wiejska,10
Warszawa,00-480,Wiejska,248
Warszawa,00-489,Wiejska,128
Warszawa,00-490,Wiejska,107
Warszawa,00-094,Wierzbowa,168
Warszawa,00-422,Wilanowska,197
Warszawa,00-532,Wilcza,18
Warszawa,00-538,Wilcza,231
Warszawa,00-544,Wilcza,54
Warszawa,00-548,Wilcza,126
Warszawa,00-670,Wilcza,185
Warszawa,00-678,Wilcza,220
Warszawa,00-679,Wilcza,150
Warszawa,00-790,Willowa,58
Warszawa,00-411,Wioslarska,128
Warszawa,00-710,Witosa Wincentego,102
Warszawa,00-317,Wislana,31
Warszawa,00-284,Wodna,63
Warszawa,00-712,Wojskowej Sluzby Kobiet,62
Warszawa,00-702,Wolicka,105
Warszawa,00-812,Wronia,23
Warszawa,00-840,Wronia,69
Warszawa,00-846,Wronia,231
Warszawa,00-870,Wronia,93
Warszawa,00-874,Wronia,240
Warszawa,00-878,Wronia,25
Warszawa,00-505,Wspolna,239
Warszawa,00-519,Wspolna,179
Warszawa,00-522,Wspolna,62
Warszawa,00-527,Wspolna,38
Warszawa,00-529,Wspolna,244
Warszawa,00-684,Wspolna,156
Warszawa,00-687,Wspolna,181
Warszawa,00-788,Wybieg,123
Warszawa,00-280,Wybrzeze Gdanskie,108
Warszawa,00-347,Wybrzeze Kosciuszkowskie,136
Warszawa,00-379,Wybrzeze Kosciuszkowskie,44
Warszawa,00-390,Wybrzeze Kosciuszkowskie,241
Warszawa,00-781,Wygoda,109
Warszawa,00-224,Wojtowska,165
Warszawa,00-256,Waski Dunaj,168
Warszawa,00-268,Waski Dunaj,44
Warszawa,00-769,Wegrzyna Jozefa,81
Warszawa,00-777,Wloska,115
Warszawa,00-441,Zagorna,112
Warszawa,00-785,Zajaczkowska,178
Warszawa,00-351,Zajecza,241
Warszawa,00-356,Zajecza,211
Warszawa,00-225,Zakroczymska,165
Warszawa,00-737,Zakrzewska,9
Warszawa,00-153,Zamenhofa Ludwika,67
Warszawa,00-160,Zamenhofa Ludwika,93
Warszawa,00-165,Zamenhofa Ludwika,132
Warszawa,00-187,Zamenhofa Ludwika,3
Warszawa,00-153,Zamenhofa Ludwika,237
Warszawa,00-160,Zamenhofa Ludwika,226
Warszawa,00-165,Zamenhofa Ludwika,97
Warszawa,00-187,Zamenhofa Ludwika,128
Warszawa,00-274,Zapiecek,110
Warszawa,00-468,Zaruskiego Mariusza,137
Warszawa,00-745,Zbierska,100
Warszawa,00-012,Zgoda,75
Warszawa,00-018,Zgoda,5
Warszawa,00-012,Zgoda,187
Warszawa,00-018,Zgoda,129
Warszawa,00-108,Zielna,220
Warszawa,00-138,Zimna,159
Warszawa,00-627,Zoli Emila,107
Warszawa,00-719,Zwierzyniecka,238
Warszawa,00-019,Zlota,172
Warszawa,00-120,Zlota,144
Warszawa,00-019,Zlota,97
Warszawa,00-120,Zlota,96
Warszawa,00-819,Zlota,133
Warszawa,00-821,Zlota,220
Warszawa,00-001,Poczta Warszawa 001 Swietokrzyska 31/33,230
Warszawa,00-081,Skrytki Pocztowe Poczta Warszawa 005 Miodowa 1,172
Warszawa,00-096,Poczta Warszawa 084 Senatorska 40,209
Warszawa,00-111,Poczta Warszawa 120 Al. Jerozolimskie 54,234
Warszawa,00-191,Poczta Warszawa 047 Lewartowskiego 5,156
Warszawa,00-273,Poczta Warszawa 040 Rynek Starego Miasta 15,190
Warszawa,00-343,Poczta Warszawa 030 Dobra 18/20,126
Warszawa,00-365,Poczta Warszawa 037 Ordynacka 15,2
Warszawa,00-400,Skrytki Pocztowe Poczta Warszawa 132 Nowy Swiat 6/12,93
Warszawa,00-404,Poczta Warszawa 018 Ludna 4,119
Warszawa,00-504,Poczta Warszawa 015 Pl. Trzech Krzyzy 13,61
Warszawa,00-577,Poczta Warszawa 057 Marszalkowska 26,94
Warszawa,00-587,Poczta Warszawa 011 Flory 9,47
Warszawa,00-646,Poczta Warszawa 010 Pl. Konstytucji 3,200
Warszawa,00-694,Poczta Warszawa 081 Nowogrodzka 45,79
Warszawa,00-723,Poczta Warszawa 088 Melomanow 10,151
Warszawa,00-726,Poczta Warszawa 036 Chelmska 29,241
Warszawa,00-782,Poczta Warszawa 025 Dworkowa 9,119
Warszawa,00-800,Poczta Warszawa 066 Pereca 13/19,103
Warszawa,00-816,Poczta Warszawa 143 Chmielna 75,73
Warszawa,00-888,Skrytki Pocztowe Poczta Oddzial UP Warszawa 022 Al. Jerozolimskie (budynek Millenium Plaza),73
Warszawa,00-890,Poczta Warszawa 041 Al. Solidarnosci 119/125,108
Warszawa,00-900,Skrytki Pocztowe Poczta Centrum Ekspedycyjno Rozdzielcze Laczyny 8,200
Warszawa,00-901,Skrytki Pocztowe Poczta Warszawa 134 Plac Defilad 1,167
Warszawa,00-902,Skrytki Pocztowe Poczta Warszawa 133 Wiejska 2/4,179
Warszawa,00-904,Skrytki Pocztowe Poczta Filia UP Warszawa 008 Rakowiecka 4 A,163
Warszawa,00-905,Skrytki Pocztowe Poczta Warszawa 035 Swietochowskiego Aleksandra 2,153
Warszawa,00-906,Skrytki Pocztowe Poczta Warszawa 019 Zwirki i Wigury 1,149
Warszawa,00-908,Skrytki Pocztowe Poczta Warszawa 049 Kaliskiego 15,154
Warszawa,00-909,Skrytki Pocztowe Poczta Warszawa 060 Zwirki i Wigury 9/13,141
Warszawa,00-910,Skrytki Pocztowe Poczta Warszawa 072 Czerwonych Beretow 10,210
Warszawa,00-911,Skrytki Pocztowe Poczta Warszawa 062 Al. Niepodleglosci 218,50
Warszawa,00-912,Skrytki Pocztowe Poczta Filia UP Warszawa 065 Zwirki i Wigury 105,235
Warszawa,00-914,Skrytki Pocztowe Poczta Warszawa 074 Podchorazych 38,130
Warszawa,00-915,"Instytucja Redakcja ""Zycie Warszawy"" Al. Armii Ludowej 3/5",19
Warszawa,00-916,Skrytki Pocztowe Poczta Warszawa 051 Swietokrzyska 12,57
Warszawa,00-918,Skrytki Pocztowe Poczta Warszawa 007 Litewska 2/4,127
Warszawa,00-919,Instytucja Narodowy Bank Polski Centrala Swietokrzyska 11/21,87
Warszawa,00-920,Skrytki Pocztowe Poczta Warszawa 043 Dobra 56/66,14
Warszawa,00-921,Skrytki Pocztowe Poczta Warszawa 053 Krucza 36,62
Warszawa,00-922,Skrytki Pocztowe Poczta Warszawa 054 Wawelska 52/54,177
Warszawa,00-923,Skrytki Pocztowe Poczta Warszawa 055 Senatorska 16,247
Warszawa,00-924,Skrytki Pocztowe Poczta Filia UP Warszawa 001 Kopernika 36,196
Warszawa,00-925,Skrytki Pocztowe Poczta Warszawa 058 Al. Niepodleglosci 208,101
Warszawa,00-926,Skrytki Pocztowe Poczta Warszawa 063 Wspolna 2/4,148
Warszawa,00-927,Skrytki Pocztowe Poczta Warszawa 064 Krakowskie Przedmiescie 26/28,160
Warszawa,00-928,Skrytki Pocztowe Poczta Warszawa 067 Chalubinskiego 4/6,208
Warszawa,00-929,"Instytucja Redakcja ""Zycie na Goraco"" Al. Stanow Zjednoczonych 53",208
Warszawa,00-930,Skrytki Pocztowe Poczta Warszawa 071 Wspolna 30,86
Warszawa,00-931,"Instytucja Spoldzielnia Wydawnicza ""Tele Magazyn"" Dzika 20",50
Warszawa,00-932,"Instytucja Redakcja ""Tina"" Al. Stanow Zjednoczonych 53",195
Warszawa,00-933,"Instytucja Redakcja ""Tele Tydzien"" Al. Stanow Zjednoczonych 53",44
Warszawa,00-934,"Instytucja Redakcja ""Swiat Kobiety"" Al. Stanow Zjednoczonych 53",240
Warszawa,00-937,"Instytucja Spoldzielnia ""Rozrywka"" Wilcza 50/52",146
Warszawa,00-939,Instytucja ZPR-Express Sp. z o.o. Al. Jerozolimskie 28,199
Warszawa,00-940,Instytucja Dyrekcja Generalna Poczty Polskiej Pl. Malachowskiego 2,175
Warszawa,00-941,Instytucja Dyrekcja Okregu Poczty w Warszawie Swietokrzyska 31/33,73
Warszawa,00-942,Instytucja Centrum Zaopatrzenia Poczty Grochowska 23/31,174
Warszawa,00-943,Instytucja Telekomunikacja Polska Zaklad Informacji i Rozliczen Dzielna 52/54,53
Warszawa,00-944,Instytucja PKO BP Oddzial Regionalny I Oddzial PKO BP Sienkiewicza 12,234
Warszawa,00-945,Instytucja Telekomunikacja Polska Dyrekcja Spolki Swietokrzyska 3,246
Warszawa,00-950,Skrytki Pocztowe Poczta Warszawa 001 Swietokrzyska 31/33,168
Warszawa,00-951,Skrytki Pocztowe Poczta Warszawa 041 Al. Solidarnosci 119/125,44
Warszawa,00-952,Skrytki Pocztowe Poczta Warszawa 040 Rynek Starego Miasta 15,91
Warszawa,00-953,Skrytki Pocztowe Poczta Warszawa 037 Ordynacka 15,67
Warszawa,00-954,Skrytki Pocztowe Poczta Warszawa 084 Senatorska 40,163
Warszawa,00-955,Skrytki Pocztowe Poczta Warszawa 015 Pl. Trzech Krzyzy 13,205
Warszawa,00-956,Skrytki Pocztowe Poczta Warszawa 010 Pl. Konstytucji 3,27
Warszawa,00-957,Skrytki Pocztowe Poczta Warszawa 036 Chelmska 29,35
Warszawa,00-958,Skrytki Pocztowe Poczta Warszawa 066 Pereca 13/19,32
Warszawa,00-959,Skrytki Pocztowe Poczta Warszawa 030 Dobra 18/20,196
Warszawa,00-960,Instytucja Express Wieczorny Al. Jerozolimskie 125/127,227
Warszawa,00-961,Skrytki Pocztowe Poczta Warszawa 042 Wolska 56,60
Warszawa,00-962,Skrytki Pocztowe Poczta Warszawa 122 Bohaterow Warszawy 6,12
Warszawa,00-963,Skrytki Pocztowe Poczta Warszawa 081 Nowogrodzka 45,38
Warszawa,00-964,Poczta Warszawa 039 Karola Levittoux,78
Warszawa,00-965,Poczta Warszawa 022 Towarowa 5,113
Warszawa,00-967,Skrytki Pocztowe Poczta Warszawa 086 Broniewskiego 2,27
Warszawa,00-968,Skrytki Pocztowe Poczta Warszawa 045 Al. Zjednoczenia 19,200
Warszawa,00-970,Skrytki Pocztowe Poczta Warszawa 065 Filtrowa 62,212
Warszawa,00-971,Skrytki Pocztowe Poczta Warszawa 021 Skorochod-Majewskiego 18,77
Warszawa,00-972,Skrytki Pocztowe Poczta Warszawa 119 Dwudziestolatkow 3,128
Warszawa,00-973,Skrytki Pocztowe Poczta Warszawa 079 Bialobrzeska 22,23
Warszawa,00-974,Skrytki Pocztowe Poczta Warszawa 097 Popularna 12,77
Warszawa,00-975,Skrytki Pocztowe Poczta Warszawa 012 Kazimierzowska 53/55,43
Warszawa,00-976,Skrytki Pocztowe Poczta Warszawa 013 Pulawska 166,6
Warszawa,00-977,Instytucja Polskie Radio S.A. Al. Niepodleglosci 77/85,115
Warszawa,00-978,Skrytki Pocztowe Poczta Warszawa 093 Pulawska 424,183
Warszawa,00-979,Skrytki Pocztowe Poczta Warszawa 034 Bonifacego 90,36
Warszawa,00-980,Instytucja Centrala ZUS Warszawa Czerniakowska 16,28
Warszawa,00-981,Skrytki Pocztowe Poczta Warszawa 091 Mysliborska 102,50
Warszawa,00-982,Instytucja ZUS oddzial Warszawa Mokotow Czerniakowska 16,16
Warszawa,00-983,Skrytki Pocztowe Poczta Warszawa 009 Labiszynska 10,234
Warszawa,00-984,Instytucja ZUS oddzial I Warszawa Senatorska 6/8,54
Warszawa,00-986,Instytucja ZUS oddzial Warszawa Praga Plnoc 11 listopada 15a,211
Warszawa,00-987,Skrytki Pocztowe Poczta Warszawa 004 Targowa 73,64
Warszawa,00-988,"Instytucja Wydawnictwo ""Swiat Ksiazki"" Rosola Jana 10",15
Warszawa,00-989,Skrytki Pocztowe Poczta Warszawa 033 Al. Waszyngtona 26,62
Warszawa,00-991,Skrytki Pocztowe Poczta Warszawa 044 Pl. Szembeka 1,133
Warszawa,00-992,Instytucja Fabryka Samochodow Osobowych Jagiellonska 88,22
Warszawa,00-993,Instytucja Urzad Ochrony Panstwa Rakowiecka 4a,111
Warszawa,00-996,Skrytki Pocztowe Poczta Warszawa 089 Zalipie 17,67
Warszawa,00-997,Skrytki Pocztowe Poczta Warszawa 092 Zwolenska 127,55
Warszawa,00-998,Skrytki Pocztowe Poczta Warszawa 094 Radlowska 9,9
Warszawa,00-999,Instytucja Telewizja Polska S.A. Woronicza 17,211
Warszawa,00-449,Lazienkowska,176
Warszawa,00-705,Lososiowa,84
Warszawa,00-842,Lucka,93
Warszawa,00-845,Lucka,96
Warszawa,00-732,Luzycka,149
Warszawa,00-127,Sliska,37
Warszawa,00-127,Sliska,239
Warszawa,00-826,Sliska,151
Warszawa,00-654,Sniadeckich,31
Warszawa,00-656,Sniadeckich,66
Warszawa,00-430,Sniegockiej Cecylii,125
Warszawa,00-392,Swietego Salezego Franciszka,187
Warszawa,00-686,Swietej Barbary,106
Warszawa,00-266,Swietojanska,181
Warszawa,00-288,Swietojanska,155
Warszawa,00-202,Swietojerska,125
Warszawa,00-202,Swietojerska,13
Warszawa,00-236,Swietojerska,81
Warszawa,00-002,Swietokrzyska,181
Warszawa,00-044,Swietokrzyska,84
Warszawa,00-049,Swietokrzyska,227
Warszawa,00-050,Swietokrzyska,213
Warszawa,00-052,Swietokrzyska,223
Warszawa,00-116,Swietokrzyska,232
Warszawa,00-001,Swietokrzyska,24
Warszawa,00-002,Swietokrzyska,93
Warszawa,00-044,Swietokrzyska,152
Warszawa,00-049,Swietokrzyska,33
Warszawa,00-050,Swietokrzyska,51
Warszawa,00-052,Swietokrzyska,37
Warszawa,00-116,Swietokrzyska,83
Warszawa,00-360,Swietokrzyska,31
Warszawa,00-309,Zrodlowa,182
Warszawa,00-802,Zelazna,210
Warszawa,00-806,Zelazna,114
Warszawa,00-817,Zelazna,68
Warszawa,00-832,Zelazna,3
Warszawa,00-836,Zelazna,100
Warszawa,00-841,Zelazna,11
Warszawa,00-848,Zelazna,84
Warszawa,00-852,Zelazna,178
Warszawa,00-866,Zelazna,229
Warszawa,00-871,Zelazna,135
Warszawa,00-875,Zelazna,67
Warszawa,00-879,Zelazna,59
Warszawa,00-894,Zelazna,56
Warszawa,00-707,Zenczykowskiego Waclawa,86
Warszawa,00-503,Zurawia,189
Warszawa,00-515,Zurawia,36
Warszawa,00-680,Zurawia,212
Warszawa,01-972,Abecadlo,62
Warszawa,01-497,Afrodyty,64
Warszawa,01-158,Agawy,2
Warszawa,01-491,Akantu,169
Warszawa,01-937,Akcent,243
Warszawa,01-783,Al. Armii Krajowej,230
Warszawa,01-001,Al. Jana Pawla II,153
Warszawa,01-008,Al. Jana Pawla II,217
Warszawa,01-021,Al. Jana Pawla II,12
Warszawa,01-024,Al. Jana Pawla II,96
Warszawa,01-031,Al. Jana Pawla II,244
Warszawa,01-038,Al. Jana Pawla II,8
Warszawa,01-242,Al. Prymasa Tysiaclecia,183
Warszawa,01-424,Al. Prymasa Tysiaclecia,112
Warszawa,01-749,Al. Prymasa Tysiaclecia,11
Warszawa,01-840,Al. Reymonta Wladyslawa,164
Warszawa,01-842,Al. Reymonta Wladyslawa,242
Warszawa,01-003,Al. Solidarnosci,147
